faded that 41 falling with 45
first that 136 first that 153
first his 92 first and 57
first you 51 first was 48
first was 77 first was 75
first was 61 first for 77
first was 357 first tax 40
first for 283 first law 69
first was 82 flame than 70
force that 63 found with 122
found him 59 found with 118
frail all 44 funny her 68
