far obliged 61 far emerges 42
for violence 148 for dollars 1276
for damages 94 for mercury 97
for dollars 577 for florins 74
for against 43 for against 74
for systems 52 for dollars 110
for dollars 48 for systems 43
for himself 40 for domains 49
for exports 50 for numbers 57
for against 86 for because 53
