first i received just before 44
fitting a straight line through 1051
forming a causeway wide enough 83
forming a complete sheath around 44
forming a straight line across 111
forms a complete sheath around 145
forms a straight line across 96
forms a straight line through 45
found a companion more suited 52
found a monument more enduring 42
found a secluded spot behind 66
