obeying instinct 53 offer accepted 53
offer receives 71 often students 57
often seriously 68 often declined 111
opening brackets 103 opening balances 138
order judgment 106 order restored 82
order required 85 order midnight 52
others straight 71 others business 58
others numbered 46 others conceded 44
others employer 43 others overtake 78
others concerns 156 others interest 130
others problems 78 others concerns 83
others enthusiasm 43 others interest 242
