absent i 89 absurd a 80
advice a 121 afloat a 107
almost a 121 already a 42
always a 52 always a 44
animal a 99 another a 43
another a 79 another a 160
another a 42 another a 135
another a 40 another a 41
another a 52 another a 186
another a 88 another a 98
appears a 95 around a 53
around a 45 around a 72
