rag or any necessary utensils 95
read it with reasonable attention 72
read the new testament accounts 94
read the new testament honestly 44
read the new testament seriously 87
read the old testament prophets 89
rid of his repudiated daughter 42
rid of his unwelcome visitors 68
rid of its reactionary elements 53
rid of this monstrous deduction 57
run on two different machines 89
