ran minutes 64 rat nervous 318
read signals 244 read notation 73
read letters 46 read minutes 41
real between 40 rear forward 46
red flannel 63 red markers 62
red creeper 48 red signals 142
red oilcloth 151 red stripes 67
red barrier 99 red blanket 44
red material 166 red pajamas 49
red stockings 50 red painted 59
