harmless creatures that wander over 139
hopeless confusion can result from 62
horrible defection and schism from 40
horrible miseries now existing there 300
horrible sentence was passed upon 51
horribly wretched and maimed must 73
hydrogen chloride and acetic acid 112
hydrogen chloride was passed into 148
hydrogen peroxide and acetic acid 499
hydrogen peroxide and formic acid 234
hydrogen peroxide and nitric acid 358
