he at length happily succeeded 70
he by such perfect knowledge 61
he is also closely associated 40
he is held morally guiltless 64
he is more closely associated 104
he is more closely connected 94
he is most closely associated 1021
he is most closely connected 291
he is past eminent commander 61
he is torn between conflicting 46
he is very closely associated 42
