happily but most egregiously deceived 65
healthier and less mechanical activity 58
highest and most conclusive evidence 48
highest and most influential positions 121
highest and most invaluable purposes 47
highest and only infallible authority 51
history and past experience afforded 68
history has been profoundly affected 93
hundred men were constantly employed 99
hundred men were immediately detached 50
