law against 65 law touches 43
lay distant 58 lay northeast 40
lay distant 149 lay listening 69
lead visible 45 leaf exactly 41
lean windows 78 long against 493
long loosely 44 long loosely 66
long covered 47 long becomes 45
long inwards 44 long vestige 53
long richard 41 long vestige 42
long divides 86 low curtain 125
