law passed 115 law clearly 104
lay clouds 49 lay behind 84
lead throats 490 let before 61
let course 3391 let happen 74
let charge 229 let sorrow 66
long native 165 long burned 114
long chance 66 long nature 122
long enough 67 long humans 184
long formed 42 long harris 43
long brother 73 long locked 77
long always 112 long sunken 40
low little 42 lung miners 122
