about what happened saturday night 45
arising from services rendered within 271
asked many detailed questions about 59
asked more detailed questions about 148
asked more specific questions about 165
asked some specific questions about 66
asked very detailed questions about 48
asked very specific questions about 73
avoid making negative comments about 68
