landed proprietors retaining in their 54
latter effectually concealing the face 48
latter obstinately refused to give 73
little relationship between the cost 107
little relationship between the size 223
little relationship between the type 84
looked confidently forward to what 42
looked expectantly towards the door 66
lowest commissioned officer the gulf 49
