large without a license tag 90
later became a captain and 56
later became a catholic and 98
later became a general and 198
later became a partner and 50
later became a partner with 114
later became a popular and 40
later became a senator and 74
later became a synonym for 107
later became a vehicle for 42
later before i realized that 273
later bought a cottage and 48
light striking a surface and 98
lived almost a century and 47
longer merely a problem for 85
looking through a keyhole and 86
