la in the mean time 109
ll be an old maid 54
ll be in new york 202
ll do as you like 40
ll do as you wish 54
ll do in this book 69
ll do it all over 63
ll do it for nothing 41
ll do it this time 58
ll go if you want 46
ll go in and have 77
ll go in and tell 45
ll go to bed early 146
ll go to new york 101
ll go up and have 57
ll go up and tell 47
lo it is now full 42
