law a single principle has 80
lay a deep foundation for 118
lay a fair foundation for 40
lay a firm foundation for 5728
lay a firm foundation with 126
lay a good foundation and 65
lay a good foundation for 3566
lay a just foundation for 312
lay a safe foundation for 48
lay a sure foundation for 1686
lay a true foundation for 66
lead a very different and 41
led a very desperate and 49
let a whim interfere with 50
long i have stretched out 284
