par issued 60 path lovely 58
pay whites 79 pay better 125
pay employ 41 pay higher 82
per million 78 per common 141
per income 82 per billion 59
per million 237 per second 272
per second 261 per degree 314
per kelvin 437 per minute 569
per second 2672 pie soused 42
poet before 66 poet readers 84
poet pencil 56 put gilded 51
