inch a king in his 245
into a ring so that 96
into a ring to fit 48
into a sea of dew 103
into a sea of fog 62
into a sea of ice 140
into a sea of ink 60
into a sea of mud 6632
into a sea of new 58
into a sea of red 657
into a sea of woes 259
into a thing of art 55
into a thing of ice 48
into a thing of joy 59
into a thing of that 137
into a thing of this 136
into a thing or two 82
