impart knowledge unto you because 60
infant mortality rate for african 428
infant mortality rate for females 85
infant mortality rate had dropped 259
infant mortality rate has dropped 542
infant mortality rate per thousand 463
infant mortality rate was reduced 341
inland waterways used for general 106
itself expressly upon that subject 167
itself naturally into two classes 55
itself naturally into two sections 55
