ice where a seal might 50
idea where i was headed 207
idea which i had never 50
ill within a few hours 148
ill within a few months 41
ill within a few weeks 68
inn where i had taken 80
inn where i now write 43
inn where i was staying 1025
its books a law which 265
its doors a few months 51
its doors a year later 57
its place a new order 55
its place a new social 43
its place a new world 121
its price a tax which 52
its ranks a few sikhs 42
