c as integer dim 87
c in contact with 145
c in exchange for 45
c is carried out 135
c is covered with 100
c is defined for 93
c is removed and 46
c is shorter than 148
c is smaller than 906
c is written for 182
c it follows that 533
c the figures are 44
c the figures for 67
c the following are 192
c to account for 189
c we observe that 149
