yearned just then for one 62
yellow bile hot and dry 81
yellow bile was hot and 62
yellow meats and its bay 69
yellow pine and red fir 114
yielding more than two ions 53
yielding unto them all due 170
younger boys who had not 43
younger even than she was 57
younger into her own bed 71
younger ones who are not 42
younger ones who can not 41
younger ones who did not 69
younger ones who had not 95
younger sons who did not 113
younger sons who had not 53
younger will had its way 54
