yellow liquid that did not 49
yielding metals run with ease 40
yonder animal than with thee 49
yonder height that day are 58
younger brother and his son 117
younger brother and his two 54
younger brother and put him 52
younger brother who did not 61
younger brother who does not 131
younger brother who had not 57
younger brother who was his 47
younger brother who was not 67
younger brother who was then 61
younger sister and she was 43
