yearly put forth new leaves 49
yearning for love and beauty 44
yearning for peace and order 78
yearning for peace and quiet 95
yelling and waving his hands 72
yelping and crying with grief 130
yield our town and lives 97
yield per acre and price 130
yield per acre and total 276
yield per acre had risen 45
yield per acre has risen 180
yield per acre was about 281
yours are very far apart 40
yours are worth ten pound 49
