yellow with age and exposure 54
younger men who had received 47
younger men who had recently 71
younger than her own daughter 237
younger than his old highland 82
younger than his own children 59
younger than his own daughter 215
younger than she had expected 360
younger than she had imagined 108
younger than she had supposed 40
younger than they had expected 47
