youngest age at which any 54
youngest son of david and 86
youngest son of george and 105
youngest son of george iii 127
youngest son of henry and 78
youngest son of isaac and 64
youngest son of jacob and 150
youngest son of james and 159
youngest son of jesse was 41
youngest son of peter and 51
youngest son of thomas and 248
youthful poet to study his 98
youthful way of speaking that 47
