yellow creatures of his seemed 64
younger branches of her family 97
younger branches of his family 540
younger branches of our family 42
younger branches of our gentry 44
younger branches of this family 54
younger children do not always 40
younger children in her family 82
younger children in our sample 43
younger daughter of sir william 40
