m certainly not saying 94
m confident you will 141
m connection with such 58
m convinced that many 93
m convinced that most 98
m convinced that some 94
m convinced that there 287
m convinced that what 94
m convinced that when 114
m impressed with your 135
m satisfied with what 152
m surprised they have 143
m surprised you even 174
m surprised you have 622
m surprised you were 155
m telescope has been 66
m telescope was used 43
