bear a 48 bid a 44
both a 63 both a 58
boy i 107 bring a 206
bring a 74 but a 46
but i 98 but i 99
but a 61 but a 97
but a 90 but a 45
but a 137 but a 46
but a 49 but i 42
but a 71 but a 51
but i 239 but a 60
but a 93 but a 96
but a 48 but a 75
but a 49 but a 44
but a 41 but a 80
but a 72 but a 151
but a 447 but a 66
but a 54 but a 41
