one general superintending authority 50
one hundred congregational churches 58
our preceding demonstration suggests 44
our present consideration respecting 56
our present intellectual capacity 53
our present intellectual condition 57
our present intellectual progress 66
our present intellectual situation 59
our present international monetary 49
our present international situation 67
our surplus agricultural products 244
our western intellectual heritage 88
our western intellectual tradition 94
