zapping from channel to 57
zones vary according to 65
zones were allowed to 92
zones were assumed to 57
zones were defined as 175
zones were defined by 122
zones were defined in 80
zones were limited to 41
zones were located in 170
zones were measured in 46
zones were present in 84
zones were reduced to 61
zones were related to 76
zones were similar to 63
zones were subject to 80
