z as one basis 58
z at any point 210
z at this point 141
z be any point 120
z do not appear 109
z do not change 102
z do not occur 140
z in all cases 84
z is any point 153
z is not equal 196
z is not known 113
z is set equal 305
z is then given 309
z is this would 60
z of any point 105
z on both sides 139
z we can write 50
