eagle with outstretched wings and 139
even his imperfections aid him 41
even that consideration did not 67
even this circumstance did not 48
even this consideration did not 52
even this consideration does not 93
ever any communication with him 65
evil and unregenerate old man 91
evil they foreshadowed was not 68
