wake dawned 40 warm through 40
were standing 56 were arrest 53
were something 44 were whether 42
were minute 55 were corner 127
were moment 44 were volley 87
were dinner 91 were hardly 91
were battle 92 what expect 40
what various 49 what various 166
what happen 104 when return 46
when street 81 will obadiah 84
will whether 57 will faster 49
will christ 67 will around 55
