went after 82 went rather 63
were crime 46 were finding 83
were getting 265 were keeping 131
were local 48 were social 88
were where 42 were round 55
were which 74 were belong 49
were which 53 what could 41
what could 78 what would 63
when warms 173 when others 43
when lived 40 when which 56
when could 43 when agnew 243
will trading 172 will evening 151
will about 55 will longer 63
will about 296 will about 93
wood aloud 469 word never 60
word never 42 wrong taken 43
