keeping children 73 keeping straight 215
killing destroying 60 killing children 112
killing children 43 killing children 210
killing children 188 killing seriously 44
knees frequent 46 knowing gestures 40
knowing dislikes 47 knowing capacity 40
knowing scotland 214 known regarded 87
knows business 93 knows business 92
knows mountain 45 knows relative 40
knows business 43 knows business 59
knows nonsense 53 knows dislikes 101
